County,Year,Population,State
Chesapeake city,2008,234695,Virginia
Arlington County,2018,234790,Virginia
Norfolk city,2021,234920,Virginia
Arlington County,2019,235156,Virginia
Arlington County,2023,235181,Virginia
Montgomery County,2022,235252,Tennessee
Chesapeake city,2009,235972,Virginia
Williamson County,2017,236252,Tennessee
York County,2010,236574,South Carolina
Berkeley County,2021,236852,South Carolina
Chesapeake city,2010,237250,Virginia
Norfolk city,2020,237813,Virginia
Chesapeake city,2011,238528,Virginia
Norfolk city,2019,238683,Virginia
Arlington County,2020,238829,Virginia
Lexington County,2008,239374,South Carolina
Chesapeake city,2012,239806,Virginia
Arlington County,2024,239807,Virginia
Norfolk city,2018,240379,Virginia
Montgomery County,2023,240398,Tennessee
Rutherford County,2008,240532,Tennessee
Williamson County,2018,241072,Tennessee
Chesapeake city,2013,241083,Virginia
York County,2011,241332,South Carolina
Norfolk city,2017,242075,Virginia
Chesapeake city,2014,242361,Virginia
Chesapeake city,2015,243639,Virginia
Norfolk city,2016,243771,Virginia
Lexington County,2009,244053,South Carolina
Spartanburg County,2012,244911,South Carolina
Chesapeake city,2016,244916,Virginia
Berkeley County,2022,245249,South Carolina
Norfolk city,2015,245467,Virginia
Williamson County,2019,245891,Tennessee
Montgomery County,2024,246025,Tennessee
York County,2012,246091,South Carolina
Chesapeake city,2017,246194,Virginia
Horry County,2013,246725,South Carolina
Norfolk city,2014,247162,Virginia
Chesapeake city,2018,247472,Virginia
Lexington County,2010,248733,South Carolina
Chesapeake city,2019,248749,Virginia
Norfolk city,2013,248858,Virginia
Rutherford County,2009,249111,Tennessee
Williamson County,2020,249616,Tennessee
Chesapeake city,2020,249726,Virginia
Norfolk city,2012,250554,Virginia
York County,2013,250849,South Carolina
Chesapeake city,2021,251732,Virginia
Norfolk city,2011,252250,Virginia
Chesapeake city,2022,252493,Virginia
Lexington County,2011,253412,South Carolina
Norfolk city,2010,253946,Virginia
Chesapeake city,2023,253967,Virginia
Chesapeake city,2024,254997,Virginia
Spartanburg County,2013,255205,South Carolina
York County,2014,255607,South Carolina
Norfolk city,2009,255641,Virginia
Berkeley County,2023,256123,South Carolina
Williamson County,2021,256155,Tennessee
Norfolk city,2008,257337,Virginia
Rutherford County,2010,257691,Tennessee
Lexington County,2012,258092,South Carolina
Norfolk city,2007,259033,Virginia
York County,2015,260365,South Carolina
Norfolk city,2006,260729,Virginia
Williamson County,2022,261536,Tennessee
Horry County,2014,261868,South Carolina
Norfolk city,2005,262425,Virginia
Lexington County,2013,262771,South Carolina
Berkeley County,2024,264276,South Carolina
York County,2016,265123,South Carolina
Williamson County,2023,265312,Tennessee
Spartanburg County,2014,265499,South Carolina
Rutherford County,2011,266270,Tennessee
Lexington County,2014,267451,South Carolina
Williamson County,2024,269136,Tennessee
York County,2017,269882,South Carolina
Chesterfield County,2005,271522,Virginia
Lexington County,2015,272130,South Carolina
York County,2018,274640,South Carolina
Rutherford County,2012,274850,Tennessee
Spartanburg County,2015,275793,South Carolina
Lexington County,2016,276810,South Carolina
Horry County,2015,277012,South Carolina
Chesterfield County,2006,277777,Virginia
York County,2019,279398,South Carolina
Lexington County,2017,281489,South Carolina
Rutherford County,2013,283430,Tennessee
York County,2020,283862,South Carolina
Chesterfield County,2007,284033,Virginia
Spartanburg County,2016,286087,South Carolina
Lexington County,2018,286169,South Carolina
York County,2021,289071,South Carolina
Chesterfield County,2008,290289,Virginia
Lexington County,2019,290848,South Carolina
Rutherford County,2014,292009,Tennessee
Horry County,2016,292155,South Carolina
Hamilton County,2005,294040,Tennessee
York County,2022,294057,South Carolina
Lexington County,2020,294993,South Carolina
Spartanburg County,2017,296381,South Carolina
Chesterfield County,2009,296545,Virginia
York County,2023,298375,South Carolina
Hamilton County,2006,298873,Tennessee
Rutherford County,2015,300589,Tennessee
Lexington County,2021,300644,South Carolina
Chesterfield County,2010,302800,Virginia
York County,2024,303001,South Carolina
Hamilton County,2007,303705,Tennessee
Lexington County,2022,305147,South Carolina
Spartanburg County,2018,306675,South Carolina
Horry County,2017,307299,South Carolina
Hamilton County,2008,308538,Tennessee
Chesterfield County,2011,309056,Virginia
Rutherford County,2016,309168,Tennessee
Lexington County,2023,309877,South Carolina
Hamilton County,2009,313370,Tennessee
Lexington County,2024,313774,South Carolina
Chesterfield County,2012,315312,Virginia
Spartanburg County,2019,316969,South Carolina
Rutherford County,2017,317748,Tennessee
Hamilton County,2010,318202,Tennessee
Henrico County,2005,320882,Virginia
Chesterfield County,2013,321567,Virginia
Henrico County,2006,321756,Virginia
Horry County,2018,322442,South Carolina
Henrico County,2007,322631,Virginia
Hamilton County,2011,323035,Tennessee
Henrico County,2008,323505,Virginia
Henrico County,2009,324379,Virginia
Henrico County,2010,325253,Virginia
Henrico County,2011,326127,Virginia
Rutherford County,2018,326328,Tennessee
Henrico County,2012,327002,Virginia
Chesterfield County,2014,327823,Virginia
Hamilton County,2012,327867,Tennessee
Henrico County,2013,327876,Virginia
Henrico County,2014,328750,Virginia
Spartanburg County,2020,329405,South Carolina
Henrico County,2015,329624,Virginia
Charleston County,2005,329677,South Carolina
Henrico County,2016,330498,Virginia
Henrico County,2017,331373,Virginia
Henrico County,2018,332247,Virginia
Hamilton County,2013,332700,Tennessee
Henrico County,2019,333121,Virginia
Chesterfield County,2015,334079,Virginia
Henrico County,2021,334501,Virginia
Henrico County,2022,334855,Virginia
Rutherford County,2019,334907,Tennessee
Henrico County,2020,334939,Virginia
Charleston County,2006,335006,South Carolina
Spartanburg County,2021,335452,South Carolina
Henrico County,2023,335729,Virginia
Hamilton County,2014,337532,Tennessee
Horry County,2019,337585,South Carolina
Henrico County,2024,338696,Virginia
Chesterfield County,2016,340334,Virginia
Charleston County,2007,340335,South Carolina
Hamilton County,2015,342364,Tennessee
Rutherford County,2020,343302,Tennessee
Charleston County,2008,345663,South Carolina
Spartanburg County,2022,346455,South Carolina
Chesterfield County,2017,346590,Virginia
Hamilton County,2016,347197,Tennessee
Loudoun County,2005,348591,Virginia
Charleston County,2009,350992,South Carolina
Rutherford County,2021,351241,Tennessee
Hamilton County,2017,352029,Tennessee
Chesterfield County,2018,352846,Virginia
Loudoun County,2006,353556,Virginia
Horry County,2020,353779,South Carolina
Charleston County,2010,356320,South Carolina
Hamilton County,2018,356862,Tennessee
Richland County,2005,357791,South Carolina
Greenville County,2005,357801,South Carolina
Loudoun County,2007,358521,Virginia
Spartanburg County,2023,358690,South Carolina
Chesterfield County,2019,359102,Virginia
Richland County,2006,361575,South Carolina
Charleston County,2011,361649,South Carolina
Hamilton County,2019,361694,Tennessee
Rutherford County,2022,362044,Tennessee
Loudoun County,2008,363486,Virginia
Chesterfield County,2020,365350,Virginia
Richland County,2007,365359,South Carolina
Horry County,2021,366164,South Carolina
Charleston County,2012,366978,South Carolina
Hamilton County,2020,367891,Tennessee
Loudoun County,2009,368451,Virginia
Greenville County,2006,368999,South Carolina
Richland County,2008,369143,South Carolina
Spartanburg County,2024,369256,South Carolina
Rutherford County,2023,369649,Tennessee
Hamilton County,2021,369678,Tennessee
Chesterfield County,2021,371022,Virginia
Charleston County,2013,372306,South Carolina
Richland County,2009,372927,South Carolina
Loudoun County,2010,373416,Virginia
Hamilton County,2022,375861,Tennessee
Richland County,2010,376710,South Carolina
Rutherford County,2024,376996,Tennessee
Charleston County,2014,377635,South Carolina
Loudoun County,2011,378382,Virginia
Chesterfield County,2022,378488,Virginia
Knox County,2005,378536,Tennessee
Greenville County,2007,380197,South Carolina
Richland County,2011,380494,South Carolina
Hamilton County,2023,381272,Tennessee
Charleston County,2015,382963,South Carolina
Loudoun County,2012,383347,Virginia
Horry County,2022,383372,South Carolina
Richland County,2012,384278,South Carolina
Chesterfield County,2023,384693,Virginia
Knox County,2006,385336,Tennessee
Hamilton County,2024,386256,Tennessee
Richland County,2013,388062,South Carolina
Charleston County,2016,388292,South Carolina
Loudoun County,2013,388312,Virginia
Chesterfield County,2024,389793,Virginia
Greenville County,2008,391395,South Carolina
Richland County,2014,391846,South Carolina
Knox County,2007,392137,Tennessee
Loudoun County,2014,393277,Virginia
Charleston County,2017,393621,South Carolina
Richland County,2015,395629,South Carolina
Loudoun County,2015,398242,Virginia
Horry County,2023,398374,South Carolina
Knox County,2008,398938,Tennessee
Charleston County,2018,398949,South Carolina
Richland County,2016,399413,South Carolina
Greenville County,2009,402593,South Carolina
Richland County,2017,403197,South Carolina
Loudoun County,2016,403207,Virginia
Charleston County,2019,404278,South Carolina
Knox County,2009,405739,Tennessee
Richland County,2018,406981,South Carolina
Loudoun County,2017,408172,Virginia
Charleston County,2020,409958,South Carolina
Richland County,2019,410765,South Carolina
Knox County,2010,412539,Tennessee
Loudoun County,2018,413137,Virginia
Horry County,2024,413391,South Carolina
Greenville County,2010,413791,South Carolina
Charleston County,2021,414605,South Carolina
Richland County,2020,415697,South Carolina
Richland County,2021,417306,South Carolina
Loudoun County,2019,418102,Virginia
Knox County,2011,419340,Tennessee
Charleston County,2022,419952,South Carolina
Richland County,2022,421693,South Carolina
Loudoun County,2020,422723,Virginia
Greenville County,2011,424988,South Carolina
Richland County,2023,425236,South Carolina
Charleston County,2023,425805,South Carolina
Knox County,2012,426141,Tennessee
Loudoun County,2021,428827,Virginia
Prince William County,2005,430357,Virginia
Richland County,2024,430651,South Carolina
Charleston County,2024,431001,South Carolina
Loudoun County,2022,432897,Virginia
Knox County,2013,432941,Tennessee
Prince William County,2006,433800,Virginia
Greenville County,2012,436186,South Carolina
Loudoun County,2023,437164,Virginia
Prince William County,2007,437242,Virginia
Knox County,2014,439742,Tennessee
Prince William County,2008,440685,Virginia
Loudoun County,2024,443380,Virginia
Prince William County,2009,444127,Virginia
Knox County,2015,446543,Tennessee
Greenville County,2013,447384,South Carolina
Prince William County,2010,447570,Virginia
Prince William County,2011,451012,Virginia
Knox County,2016,453343,Tennessee
Virginia Beach city,2023,453779,Virginia
Prince William County,2012,454455,Virginia
Virginia Beach city,2024,454808,Virginia
Virginia Beach city,2022,454886,Virginia
Prince William County,2013,457897,Virginia
Greenville County,2014,458582,South Carolina
Virginia Beach city,2021,458599,Virginia
Virginia Beach city,2020,459673,Virginia
Knox County,2017,460144,Tennessee
Virginia Beach city,2019,460714,Virginia
Prince William County,2014,461340,Virginia
Virginia Beach city,2018,462169,Virginia
Virginia Beach city,2017,463624,Virginia
Prince William County,2015,464782,Virginia
Virginia Beach city,2016,465079,Virginia
Virginia Beach city,2015,466534,Virginia
Knox County,2018,466945,Tennessee
Virginia Beach city,2014,467989,Virginia
Prince William County,2016,468225,Virginia
Virginia Beach city,2013,469444,Virginia
Greenville County,2015,469780,South Carolina
Virginia Beach city,2012,470899,Virginia
Prince William County,2017,471667,Virginia
Virginia Beach city,2011,472354,Virginia
Knox County,2019,473746,Tennessee
Virginia Beach city,2010,473809,Virginia
Prince William County,2018,475110,Virginia
Virginia Beach city,2009,475264,Virginia
Virginia Beach city,2008,476719,Virginia
Virginia Beach city,2007,478174,Virginia
Prince William County,2019,478552,Virginia
Virginia Beach city,2006,479629,Virginia
Knox County,2020,480530,Tennessee
Greenville County,2016,480978,South Carolina
Virginia Beach city,2005,481084,Virginia
Prince William County,2020,482863,Virginia
Prince William County,2021,485433,Virginia
Knox County,2021,486005,Tennessee
Prince William County,2022,487523,Virginia
Prince William County,2023,491578,Virginia
Greenville County,2017,492176,South Carolina
Knox County,2022,495882,Tennessee
Prince William County,2024,497003,Virginia
Knox County,2023,501576,Tennessee
Greenville County,2018,503374,South Carolina
Knox County,2024,506748,Tennessee
Greenville County,2019,514572,South Carolina
Greenville County,2020,527266,South Carolina
Greenville County,2021,534675,South Carolina
Greenville County,2022,548447,South Carolina
Greenville County,2023,559696,South Carolina
Greenville County,2024,570745,South Carolina
Davidson County,2005,638979,Tennessee
Davidson County,2006,643474,Tennessee
Davidson County,2007,647968,Tennessee
Davidson County,2008,652463,Tennessee
Davidson County,2009,656957,Tennessee
Davidson County,2010,661452,Tennessee
Davidson County,2011,665947,Tennessee
Davidson County,2012,670441,Tennessee
Davidson County,2013,674936,Tennessee
Davidson County,2014,679430,Tennessee
Davidson County,2015,683925,Tennessee
Davidson County,2016,688420,Tennessee
Davidson County,2017,692914,Tennessee
Davidson County,2018,697409,Tennessee
Davidson County,2021,700966,Tennessee
Davidson County,2019,701903,Tennessee
Davidson County,2022,711280,Tennessee
Davidson County,2020,716095,Tennessee
Davidson County,2023,719092,Tennessee
Davidson County,2024,729505,Tennessee
Shelby County,2024,910530,Tennessee
Shelby County,2023,913909,Tennessee
Shelby County,2022,918382,Tennessee
